mission_id,department,year,month,mission_date,planned_duration_hours,status,cancellation_reason,dominant_weather,avg_temperature_c,person_id,role_on_mission,shift_hours,hours_category
MSN00003,Alpha,2021,1,2021-01-13,19.12,Completed,,Stormy,4.7,AO21304,Mission Commander,3.12,Training
MSN00004,Alpha,2021,1,2021-01-17,12.31,Cancelled,Mission Change,Clear,-1.1,,,0.0,
MSN00005,Alpha,2021,1,2021-01-02,17.7,Completed,,Cloudy,-1.0,AO12461,Pilot,17.7,Combat
MSN00005,Alpha,2021,1,2021-01-02,17.7,Completed,,Cloudy,-1.0,G11488,Operator,4.0,Combat
MSN00005,Alpha,2021,1,2021-01-02,17.7,Completed,,Cloudy,-1.0,G11488,Operator,4.0,Combat
MSN00005,Alpha,2021,1,2021-01-02,17.7,Completed,,Cloudy,-1.0,G11488,Operator,4.0,Combat
MSN00005,Alpha,2021,1,2021-01-02,17.7,Completed,,Cloudy,-1.0,G19017,Operator,4.0,Combat
MSN00005,Alpha,2021,1,2021-01-02,17.7,Completed,,Cloudy,-1.0,G19017,Operator,1.7,Combat
MSN00005,Alpha,2021,1,2021-01-02,17.7,Completed,,Cloudy,-1.0,AO21304,Mission Commander,4.0,Combat
MSN00005,Alpha,2021,1,2021-01-02,17.7,Completed,,Cloudy,-1.0,AO21304,Mission Commander,4.0,Combat
MSN00005,Alpha,2021,1,2021-01-02,17.7,Completed,,Cloudy,-1.0,AO21304,Mission Commander,4.0,Combat
MSN00005,Alpha,2021,1,2021-01-02,17.7,Completed,,Cloudy,-1.0,AO21304,Mission Commander,4.0,Combat
MSN00005,Alpha,2021,1,2021-01-02,17.7,Completed,,Cloudy,-1.0,AO21304,Mission Commander,1.7,Combat
MSN00006,Alpha,2021,1,2021-01-25,16.82,Completed,,Clear,4.7,AO20164,Pilot,16.82,Combat
MSN00006,Alpha,2021,1,2021-01-25,16.82,Completed,,Clear,4.7,G11488,Operator,4.0,Combat
MSN00006,Alpha,2021,1,2021-01-25,16.82,Completed,,Clear,4.7,G19017,Operator,4.0,Combat
MSN00006,Alpha,2021,1,2021-01-25,16.82,Completed,,Clear,4.7,G11488,Operator,4.0,Combat
MSN00006,Alpha,2021,1,2021-01-25,16.82,Completed,,Clear,4.7,G19017,Operator,4.0,Combat
MSN00006,Alpha,2021,1,2021-01-25,16.82,Completed,,Clear,4.7,G11488,Operator,0.82,Combat
MSN00006,Alpha,2021,1,2021-01-25,16.82,Completed,,Clear,4.7,AO21304,Mission Commander,4.0,Combat
MSN00006,Alpha,2021,1,2021-01-25,16.82,Completed,,Clear,4.7,AO21304,Mission Commander,4.0,Combat
MSN00006,Alpha,2021,1,2021-01-25,16.82,Completed,,Clear,4.7,AO21304,Mission Commander,4.0,Combat
MSN00006,Alpha,2021,1,2021-01-25,16.82,Completed,,Clear,4.7,AO21304,Mission Commander,4.0,Combat
MSN00006,Alpha,2021,1,2021-01-25,16.82,Completed,,Clear,4.7,AO21304,Mission Commander,0.82,Combat
MSN00007,Alpha,2021,1,2021-01-24,17.1,Completed,,Stormy,6.1,AO17018,Pilot,17.1,Combat
MSN00007,Alpha,2021,1,2021-01-24,17.1,Completed,,Stormy,6.1,G11488,Operator,4.0,Combat
MSN00007,Alpha,2021,1,2021-01-24,17.1,Completed,,Stormy,6.1,G11488,Operator,4.0,Combat
MSN00007,Alpha,2021,1,2021-01-24,17.1,Completed,,Stormy,6.1,G19017,Operator,4.0,Combat
MSN00007,Alpha,2021,1,2021-01-24,17.1,Completed,,Stormy,6.1,G19017,Operator,4.0,Combat
MSN00007,Alpha,2021,1,2021-01-24,17.1,Completed,,Stormy,6.1,G19017,Operator,1.1,Combat
MSN00007,Alpha,2021,1,2021-01-24,17.1,Completed,,Stormy,6.1,AO21304,Mission Commander,4.0,Combat
MSN00007,Alpha,2021,1,2021-01-24,17.1,Completed,,Stormy,6.1,AO21304,Mission Commander,4.0,Combat
MSN00007,Alpha,2021,1,2021-01-24,17.1,Completed,,Stormy,6.1,AO21304,Mission Commander,4.0,Combat
MSN00007,Alpha,2021,1,2021-01-24,17.1,Completed,,Stormy,6.1,AO21304,Mission Commander,4.0,Combat
MSN00007,Alpha,2021,1,2021-01-24,17.1,Completed,,Stormy,6.1,AO21304,Mission Commander,1.1,Combat
MSN00008,Alpha,2021,1,2021-01-05,17.81,Completed,,Clear,2.6,AO12461,Pilot,17.81,Test
MSN00008,Alpha,2021,1,2021-01-05,17.81,Completed,,Clear,2.6,G11488,Operator,4.0,Test
MSN00008,Alpha,2021,1,2021-01-05,17.81,Completed,,Clear,2.6,G19017,Operator,4.0,Test
MSN00008,Alpha,2021,1,2021-01-05,17.81,Completed,,Clear,2.6,G19017,Operator,4.0,Test
MSN00008,Alpha,2021,1,2021-01-05,17.81,Completed,,Clear,2.6,G11488,Operator,4.0,Test
MSN00008,Alpha,2021,1,2021-01-05,17.81,Completed,,Clear,2.6,G19017,Operator,1.81,Test
MSN00008,Alpha,2021,1,2021-01-05,17.81,Completed,,Clear,2.6,AO21304,Mission Commander,4.0,Test
MSN00008,Alpha,2021,1,2021-01-05,17.81,Completed,,Clear,2.6,AO21304,Mission Commander,4.0,Test
MSN00008,Alpha,2021,1,2021-01-05,17.81,Completed,,Clear,2.6,AO21304,Mission Commander,4.0,Test
MSN00008,Alpha,2021,1,2021-01-05,17.81,Completed,,Clear,2.6,AO21304,Mission Commander,4.0,Test
MSN00008,Alpha,2021,1,2021-01-05,17.81,Completed,,Clear,2.6,AO21304,Mission Commander,1.81,Test
MSN00009,Alpha,2021,1,2021-01-27,19.32,Cancelled,Technical Fault,Rainy,0.8,,,0.0,
MSN00010,Alpha,2021,1,2021-01-18,17.06,Completed,,Cloudy,7.9,AO19336,Pilot,17.06,Training
MSN00010,Alpha,2021,1,2021-01-18,17.06,Completed,,Cloudy,7.9,G19017,Operator,4.0,Training
MSN00010,Alpha,2021,1,2021-01-18,17.06,Completed,,Cloudy,7.9,G19017,Operator,4.0,Training
MSN00010,Alpha,2021,1,2021-01-18,17.06,Completed,,Cloudy,7.9,G19017,Operator,4.0,Training
MSN00010,Alpha,2021,1,2021-01-18,17.06,Completed,,Cloudy,7.9,G11488,Operator,4.0,Training
MSN00010,Alpha,2021,1,2021-01-18,17.06,Completed,,Cloudy,7.9,G19017,Operator,1.06,Training
MSN00010,Alpha,2021,1,2021-01-18,17.06,Completed,,Cloudy,7.9,AO21304,Mission Commander,4.0,Training
MSN00010,Alpha,2021,1,2021-01-18,17.06,Completed,,Cloudy,7.9,AO21304,Mission Commander,4.0,Training
MSN00010,Alpha,2021,1,2021-01-18,17.06,Completed,,Cloudy,7.9,AO21304,Mission Commander,4.0,Training
MSN00010,Alpha,2021,1,2021-01-18,17.06,Completed,,Cloudy,7.9,AO21304,Mission Commander,4.0,Training
MSN00010,Alpha,2021,1,2021-01-18,17.06,Completed,,Cloudy,7.9,AO21304,Mission Commander,1.06,Training
MSN00011,Alpha,2021,1,2021-01-27,17.01,Completed,,Clear,5.2,AO12461,Pilot,17.01,Test
MSN00011,Alpha,2021,1,2021-01-27,17.01,Completed,,Clear,5.2,G19017,Operator,4.0,Test
MSN00011,Alpha,2021,1,2021-01-27,17.01,Completed,,Clear,5.2,G11488,Operator,4.0,Test
MSN00011,Alpha,2021,1,2021-01-27,17.01,Completed,,Clear,5.2,G19017,Operator,4.0,Test
MSN00011,Alpha,2021,1,2021-01-27,17.01,Completed,,Clear,5.2,G11488,Operator,4.0,Test
MSN00011,Alpha,2021,1,2021-01-27,17.01,Completed,,Clear,5.2,G11488,Operator,1.01,Test
MSN00011,Alpha,2021,1,2021-01-27,17.01,Completed,,Clear,5.2,AO21304,Mission Commander,4.0,Test
MSN00011,Alpha,2021,1,2021-01-27,17.01,Completed,,Clear,5.2,AO21304,Mission Commander,4.0,Test
MSN00011,Alpha,2021,1,2021-01-27,17.01,Completed,,Clear,5.2,AO21304,Mission Commander,4.0,Test
MSN00011,Alpha,2021,1,2021-01-27,17.01,Completed,,Clear,5.2,AO21304,Mission Commander,4.0,Test
MSN00011,Alpha,2021,1,2021-01-27,17.01,Completed,,Clear,5.2,AO21304,Mission Commander,1.01,Test
MSN00012,Alpha,2021,1,2021-01-05,16.6,Completed,,Clear,4.4,AO19336,Pilot,16.6,Combat
MSN00012,Alpha,2021,1,2021-01-05,16.6,Completed,,Clear,4.4,G19017,Operator,4.0,Combat
MSN00012,Alpha,2021,1,2021-01-05,16.6,Completed,,Clear,4.4,G19017,Operator,4.0,Combat
MSN00012,Alpha,2021,1,2021-01-05,16.6,Completed,,Clear,4.4,G11488,Operator,4.0,Combat
MSN00012,Alpha,2021,1,2021-01-05,16.6,Completed,,Clear,4.4,G11488,Operator,4.0,Combat
MSN00012,Alpha,2021,1,2021-01-05,16.6,Completed,,Clear,4.4,G19017,Operator,0.6,Combat
MSN00012,Alpha,2021,1,2021-01-05,16.6,Completed,,Clear,4.4,AO21304,Mission Commander,4.0,Combat
MSN00012,Alpha,2021,1,2021-01-05,16.6,Completed,,Clear,4.4,AO21304,Mission Commander,4.0,Combat
MSN00012,Alpha,2021,1,2021-01-05,16.6,Completed,,Clear,4.4,AO21304,Mission Commander,4.0,Combat
MSN00012,Alpha,2021,1,2021-01-05,16.6,Completed,,Clear,4.4,AO21304,Mission Commander,4.0,Combat
MSN00012,Alpha,2021,1,2021-01-05,16.6,Completed,,Clear,4.4,AO21304,Mission Commander,0.6,Combat
MSN00013,Alpha,2021,1,2021-01-09,17.5,Completed,,Clear,2.4,AO12461,Pilot,17.5,Combat
MSN00013,Alpha,2021,1,2021-01-09,17.5,Completed,,Clear,2.4,G19017,Operator,4.0,Combat
MSN00013,Alpha,2021,1,2021-01-09,17.5,Completed,,Clear,2.4,G11488,Operator,4.0,Combat
MSN00013,Alpha,2021,1,2021-01-09,17.5,Completed,,Clear,2.4,G11488,Operator,4.0,Combat
MSN00013,Alpha,2021,1,2021-01-09,17.5,Completed,,Clear,2.4,G19017,Operator,4.0,Combat
MSN00013,Alpha,2021,1,2021-01-09,17.5,Completed,,Clear,2.4,G11488,Operator,1.5,Combat
MSN00013,Alpha,2021,1,2021-01-09,17.5,Completed,,Clear,2.4,AO21304,Mission Commander,4.0,Combat
MSN00013,Alpha,2021,1,2021-01-09,17.5,Completed,,Clear,2.4,AO21304,Mission Commander,4.0,Combat
MSN00013,Alpha,2021,1,2021-01-09,17.5,Completed,,Clear,2.4,AO21304,Mission Commander,4.0,Combat
MSN00013,Alpha,2021,1,2021-01-09,17.5,Completed,,Clear,2.4,AO21304,Mission Commander,4.0,Combat
MSN00013,Alpha,2021,1,2021-01-09,17.5,Completed,,Clear,2.4,AO21304,Mission Commander,1.5,Combat
MSN00014,Alpha,2021,1,2021-01-27,11.85,Completed,,Clear,2.8,AO12461,Pilot,11.85,Combat
MSN00014,Alpha,2021,1,2021-01-27,11.85,Completed,,Clear,2.8,G19017,Operator,4.0,Combat
MSN00014,Alpha,2021,1,2021-01-27,11.85,Completed,,Clear,2.8,G19017,Operator,4.0,Combat
MSN00014,Alpha,2021,1,2021-01-27,11.85,Completed,,Clear,2.8,G19017,Operator,3.85,Combat
MSN00014,Alpha,2021,1,2021-01-27,11.85,Completed,,Clear,2.8,AO21304,Mission Commander,4.0,Combat
MSN00014,Alpha,2021,1,2021-01-27,11.85,Completed,,Clear,2.8,AO21304,Mission Commander,4.0,Combat
MSN00014,Alpha,2021,1,2021-01-27,11.85,Completed,,Clear,2.8,AO21304,Mission Commander,3.85,Combat
MSN00015,Alpha,2021,2,2021-02-26,19.41,Completed,,Rainy,3.5,AO12461,Pilot,19.41,Training
MSN00015,Alpha,2021,2,2021-02-26,19.41,Completed,,Rainy,3.5,G11488,Operator,4.0,Training
MSN00015,Alpha,2021,2,2021-02-26,19.41,Completed,,Rainy,3.5,G11488,Operator,4.0,Training
MSN00015,Alpha,2021,2,2021-02-26,19.41,Completed,,Rainy,3.5,G19017,Operator,4.0,Training
MSN00015,Alpha,2021,2,2021-02-26,19.41,Completed,,Rainy,3.5,G11488,Operator,4.0,Training
MSN00015,Alpha,2021,2,2021-02-26,19.41,Completed,,Rainy,3.5,G11488,Operator,3.41,Training
MSN00015,Alpha,2021,2,2021-02-26,19.41,Completed,,Rainy,3.5,AO21304,Mission Commander,4.0,Training
MSN00015,Alpha,2021,2,2021-02-26,19.41,Completed,,Rainy,3.5,AO21304,Mission Commander,4.0,Training
MSN00015,Alpha,2021,2,2021-02-26,19.41,Completed,,Rainy,3.5,AO21304,Mission Commander,4.0,Training
MSN00015,Alpha,2021,2,2021-02-26,19.41,Completed,,Rainy,3.5,AO21304,Mission Commander,4.0,Training
MSN00015,Alpha,2021,2,2021-02-26,19.41,Completed,,Rainy,3.5,AO21304,Mission Commander,3.41,Training
MSN00016,Alpha,2021,2,2021-02-18,20.0,Completed,,Windy,2.5,AO20164,Pilot,20.0,Training
MSN00016,Alpha,2021,2,2021-02-18,20.0,Completed,,Windy,2.5,G11488,Operator,4.0,Training
MSN00016,Alpha,2021,2,2021-02-18,20.0,Completed,,Windy,2.5,G19017,Operator,4.0,Training
MSN00016,Alpha,2021,2,2021-02-18,20.0,Completed,,Windy,2.5,G11488,Operator,4.0,Training
MSN00016,Alpha,2021,2,2021-02-18,20.0,Completed,,Windy,2.5,G19017,Operator,4.0,Training
MSN00016,Alpha,2021,2,2021-02-18,20.0,Completed,,Windy,2.5,G19017,Operator,4.0,Training
MSN00016,Alpha,2021,2,2021-02-18,20.0,Completed,,Windy,2.5,AO21304,Mission Commander,4.0,Training
MSN00016,Alpha,2021,2,2021-02-18,20.0,Completed,,Windy,2.5,AO21304,Mission Commander,4.0,Training
MSN00016,Alpha,2021,2,2021-02-18,20.0,Completed,,Windy,2.5,AO21304,Mission Commander,4.0,Training
MSN00016,Alpha,2021,2,2021-02-18,20.0,Completed,,Windy,2.5,AO21304,Mission Commander,4.0,Training
MSN00016,Alpha,2021,2,2021-02-18,20.0,Completed,,Windy,2.5,AO21304,Mission Commander,4.0,Training
MSN00017,Alpha,2021,2,2021-02-15,13.72,Completed,,Cloudy,1.5,AO19336,Pilot,13.72,Training
MSN00017,Alpha,2021,2,2021-02-15,13.72,Completed,,Cloudy,1.5,G19017,Operator,4.0,Training
MSN00017,Alpha,2021,2,2021-02-15,13.72,Completed,,Cloudy,1.5,G11488,Operator,4.0,Training
MSN00017,Alpha,2021,2,2021-02-15,13.72,Completed,,Cloudy,1.5,G11488,Operator,4.0,Training
MSN00017,Alpha,2021,2,2021-02-15,13.72,Completed,,Cloudy,1.5,G19017,Operator,1.72,Training
MSN00017,Alpha,2021,2,2021-02-15,13.72,Completed,,Cloudy,1.5,AO21304,Mission Commander,4.0,Training
MSN00017,Alpha,2021,2,2021-02-15,13.72,Completed,,Cloudy,1.5,AO21304,Mission Commander,4.0,Training
MSN00017,Alpha,2021,2,2021-02-15,13.72,Completed,,Cloudy,1.5,AO21304,Mission Commander,4.0,Training
MSN00017,Alpha,2021,2,2021-02-15,13.72,Completed,,Cloudy,1.5,AO21304,Mission Commander,1.72,Training
MSN00018,Alpha,2021,2,2021-02-24,18.48,Completed,,Cloudy,6.3,AO20164,Pilot,18.48,Training
MSN00018,Alpha,2021,2,2021-02-24,18.48,Completed,,Cloudy,6.3,G11488,Operator,4.0,Training
MSN00018,Alpha,2021,2,2021-02-24,18.48,Completed,,Cloudy,6.3,G11488,Operator,4.0,Training
MSN00018,Alpha,2021,2,2021-02-24,18.48,Completed,,Cloudy,6.3,G11488,Operator,4.0,Training
MSN00018,Alpha,2021,2,2021-02-24,18.48,Completed,,Cloudy,6.3,G19017,Operator,4.0,Training
MSN00018,Alpha,2021,2,2021-02-24,18.48,Completed,,Cloudy,6.3,G11488,Operator,2.48,Training
MSN00018,Alpha,2021,2,2021-02-24,18.48,Completed,,Cloudy,6.3,AO21304,Mission Commander,4.0,Training
MSN00018,Alpha,2021,2,2021-02-24,18.48,Completed,,Cloudy,6.3,AO21304,Mission Commander,4.0,Training
MSN00018,Alpha,2021,2,2021-02-24,18.48,Completed,,Cloudy,6.3,AO21304,Mission Commander,4.0,Training
MSN00018,Alpha,2021,2,2021-02-24,18.48,Completed,,Cloudy,6.3,AO21304,Mission Commander,4.0,Training
MSN00018,Alpha,2021,2,2021-02-24,18.48,Completed,,Cloudy,6.3,AO21304,Mission Commander,2.48,Training
MSN00019,Alpha,2021,2,2021-02-09,15.27,Completed,,Windy,4.9,AO19336,Pilot,15.27,Test
MSN00019,Alpha,2021,2,2021-02-09,15.27,Completed,,Windy,4.9,G11488,Operator,4.0,Test
MSN00019,Alpha,2021,2,2021-02-09,15.27,Completed,,Windy,4.9,G11488,Operator,4.0,Test
MSN00019,Alpha,2021,2,2021-02-09,15.27,Completed,,Windy,4.9,G19017,Operator,4.0,Test
MSN00019,Alpha,2021,2,2021-02-09,15.27,Completed,,Windy,4.9,G11488,Operator,3.27,Test
MSN00019,Alpha,2021,2,2021-02-09,15.27,Completed,,Windy,4.9,AO21304,Mission Commander,4.0,Test
MSN00019,Alpha,2021,2,2021-02-09,15.27,Completed,,Windy,4.9,AO21304,Mission Commander,4.0,Test
MSN00019,Alpha,2021,2,2021-02-09,15.27,Completed,,Windy,4.9,AO21304,Mission Commander,4.0,Test
MSN00019,Alpha,2021,2,2021-02-09,15.27,Completed,,Windy,4.9,AO21304,Mission Commander,3.27,Test
MSN00020,Alpha,2021,2,2021-02-12,18.58,Cancelled,Weather,Cloudy,1.2,,,0.0,
MSN00021,Alpha,2021,2,2021-02-13,17.21,Completed,,Windy,4.8,AO20164,Pilot,17.21,Combat
MSN00021,Alpha,2021,2,2021-02-13,17.21,Completed,,Windy,4.8,G19017,Operator,4.0,Combat
MSN00021,Alpha,2021,2,2021-02-13,17.21,Completed,,Windy,4.8,G11488,Operator,4.0,Combat
MSN00021,Alpha,2021,2,2021-02-13,17.21,Completed,,Windy,4.8,G11488,Operator,4.0,Combat
MSN00021,Alpha,2021,2,2021-02-13,17.21,Completed,,Windy,4.8,G11488,Operator,4.0,Combat
MSN00021,Alpha,2021,2,2021-02-13,17.21,Completed,,Windy,4.8,G19017,Operator,1.21,Combat
MSN00021,Alpha,2021,2,2021-02-13,17.21,Completed,,Windy,4.8,AO21304,Mission Commander,4.0,Combat
MSN00021,Alpha,2021,2,2021-02-13,17.21,Completed,,Windy,4.8,AO21304,Mission Commander,4.0,Combat
MSN00021,Alpha,2021,2,2021-02-13,17.21,Completed,,Windy,4.8,AO21304,Mission Commander,4.0,Combat
MSN00021,Alpha,2021,2,2021-02-13,17.21,Completed,,Windy,4.8,AO21304,Mission Commander,4.0,Combat
MSN00021,Alpha,2021,2,2021-02-13,17.21,Completed,,Windy,4.8,AO21304,Mission Commander,1.21,Combat
MSN00022,Alpha,2021,2,2021-02-22,18.83,Completed,,Cloudy,0.2,AO20164,Pilot,18.83,Combat
MSN00022,Alpha,2021,2,2021-02-22,18.83,Completed,,Cloudy,0.2,G11488,Operator,4.0,Combat
MSN00022,Alpha,2021,2,2021-02-22,18.83,Completed,,Cloudy,0.2,G19017,Operator,4.0,Combat
MSN00022,Alpha,2021,2,2021-02-22,18.83,Completed,,Cloudy,0.2,G19017,Operator,4.0,Combat
MSN00022,Alpha,2021,2,2021-02-22,18.83,Completed,,Cloudy,0.2,G19017,Operator,4.0,Combat
MSN00022,Alpha,2021,2,2021-02-22,18.83,Completed,,Cloudy,0.2,G11488,Operator,2.83,Combat
MSN00022,Alpha,2021,2,2021-02-22,18.83,Completed,,Cloudy,0.2,AO21304,Mission Commander,4.0,Combat
MSN00022,Alpha,2021,2,2021-02-22,18.83,Completed,,Cloudy,0.2,AO21304,Mission Commander,4.0,Combat
MSN00022,Alpha,2021,2,2021-02-22,18.83,Completed,,Cloudy,0.2,AO21304,Mission Commander,4.0,Combat
MSN00022,Alpha,2021,2,2021-02-22,18.83,Completed,,Cloudy,0.2,AO21304,Mission Commander,4.0,Combat
MSN00022,Alpha,2021,2,2021-02-22,18.83,Completed,,Cloudy,0.2,AO21304,Mission Commander,2.83,Combat
MSN00023,Alpha,2021,2,2021-02-01,18.64,Completed,,Cloudy,0.1,AO19336,Pilot,18.64,Training
MSN00023,Alpha,2021,2,2021-02-01,18.64,Completed,,Cloudy,0.1,G19017,Operator,4.0,Training
MSN00023,Alpha,2021,2,2021-02-01,18.64,Completed,,Cloudy,0.1,G11488,Operator,4.0,Training
MSN00023,Alpha,2021,2,2021-02-01,18.64,Completed,,Cloudy,0.1,G19017,Operator,4.0,Training
MSN00023,Alpha,2021,2,2021-02-01,18.64,Completed,,Cloudy,0.1,G11488,Operator,4.0,Training
MSN00023,Alpha,2021,2,2021-02-01,18.64,Completed,,Cloudy,0.1,G11488,Operator,2.64,Training
MSN00023,Alpha,2021,2,2021-02-01,18.64,Completed,,Cloudy,0.1,AO21304,Mission Commander,4.0,Training
MSN00023,Alpha,2021,2,2021-02-01,18.64,Completed,,Cloudy,0.1,AO21304,Mission Commander,4.0,Training
MSN00023,Alpha,2021,2,2021-02-01,18.64,Completed,,Cloudy,0.1,AO21304,Mission Commander,4.0,Training
MSN00023,Alpha,2021,2,2021-02-01,18.64,Completed,,Cloudy,0.1,AO21304,Mission Commander,4.0,Training
MSN00023,Alpha,2021,2,2021-02-01,18.64,Completed,,Cloudy,0.1,AO21304,Mission Commander,2.64,Training
MSN00024,Alpha,2021,3,2021-03-13,15.91,Completed,,Cloudy,20.6,AO12461,Pilot,15.91,Combat
MSN00024,Alpha,2021,3,2021-03-13,15.91,Completed,,Cloudy,20.6,G11488,Operator,4.0,Combat
MSN00024,Alpha,2021,3,2021-03-13,15.91,Completed,,Cloudy,20.6,G11488,Operator,4.0,Combat
MSN00024,Alpha,2021,3,2021-03-13,15.91,Completed,,Cloudy,20.6,G11488,Operator,4.0,Combat
MSN00024,Alpha,2021,3,2021-03-13,15.91,Completed,,Cloudy,20.6,G11488,Operator,3.91,Combat
MSN00024,Alpha,2021,3,2021-03-13,15.91,Completed,,Cloudy,20.6,AO21304,Mission Commander,4.0,Combat
MSN00024,Alpha,2021,3,2021-03-13,15.91,Completed,,Cloudy,20.6,AO12605,Mission Commander,4.0,Combat
MSN00024,Alpha,2021,3,2021-03-13,15.91,Completed,,Cloudy,20.6,AO21304,Mission Commander,4.0,Combat
MSN00024,Alpha,2021,3,2021-03-13,15.91,Completed,,Cloudy,20.6,AO12605,Mission Commander,3.91,Combat
MSN00025,Alpha,2021,3,2021-03-06,17.62,Cancelled,Technical Fault,Cloudy,13.9,,,0.0,
MSN00026,Alpha,2021,3,2021-03-27,18.44,Completed,,Clear,12.5,AO17018,Pilot,18.44,Combat
MSN00026,Alpha,2021,3,2021-03-27,18.44,Completed,,Clear,12.5,G11488,Operator,4.0,Combat
MSN00026,Alpha,2021,3,2021-03-27,18.44,Completed,,Clear,12.5,G19017,Operator,4.0,Combat
MSN00026,Alpha,2021,3,2021-03-27,18.44,Completed,,Clear,12.5,G11488,Operator,4.0,Combat
MSN00026,Alpha,2021,3,2021-03-27,18.44,Completed,,Clear,12.5,G19017,Operator,4.0,Combat
MSN00026,Alpha,2021,3,2021-03-27,18.44,Completed,,Clear,12.5,G19017,Operator,2.44,Combat
MSN00026,Alpha,2021,3,2021-03-27,18.44,Completed,,Clear,12.5,AO21304,Mission Commander,4.0,Combat
MSN00026,Alpha,2021,3,2021-03-27,18.44,Completed,,Clear,12.5,AO21304,Mission Commander,4.0,Combat
MSN00026,Alpha,2021,3,2021-03-27,18.44,Completed,,Clear,12.5,AO12605,Mission Commander,4.0,Combat
MSN00026,Alpha,2021,3,2021-03-27,18.44,Completed,,Clear,12.5,AO21304,Mission Commander,4.0,Combat
MSN00026,Alpha,2021,3,2021-03-27,18.44,Completed,,Clear,12.5,AO12605,Mission Commander,2.44,Combat
MSN00027,Alpha,2021,3,2021-03-04,17.69,Cancelled,Mission Change,Stormy,11.9,,,0.0,
MSN00028,Alpha,2021,3,2021-03-27,16.73,Completed,,Clear,21.6,AO12461,Pilot,16.73,Combat
MSN00028,Alpha,2021,3,2021-03-27,16.73,Completed,,Clear,21.6,G11488,Operator,4.0,Combat
MSN00028,Alpha,2021,3,2021-03-27,16.73,Completed,,Clear,21.6,G19017,Operator,4.0,Combat
MSN00028,Alpha,2021,3,2021-03-27,16.73,Completed,,Clear,21.6,G11488,Operator,4.0,Combat
MSN00028,Alpha,2021,3,2021-03-27,16.73,Completed,,Clear,21.6,G11488,Operator,4.0,Combat
MSN00028,Alpha,2021,3,2021-03-27,16.73,Completed,,Clear,21.6,G11488,Operator,0.73,Combat
MSN00028,Alpha,2021,3,2021-03-27,16.73,Completed,,Clear,21.6,AO21304,Mission Commander,4.0,Combat
MSN00028,Alpha,2021,3,2021-03-27,16.73,Completed,,Clear,21.6,AO21304,Mission Commander,4.0,Combat
MSN00028,Alpha,2021,3,2021-03-27,16.73,Completed,,Clear,21.6,AO21304,Mission Commander,4.0,Combat
MSN00028,Alpha,2021,3,2021-03-27,16.73,Completed,,Clear,21.6,AO21304,Mission Commander,4.0,Combat
MSN00028,Alpha,2021,3,2021-03-27,16.73,Completed,,Clear,21.6,AO21304,Mission Commander,0.73,Combat
MSN00029,Alpha,2021,3,2021-03-06,18.73,Completed,,Cloudy,12.1,AO19336,Pilot,18.73,Training
