person_id,risk_score,risk_flight,risk_exam,risk_shoot,risk_disc_safety,risk_training,department,rank,specialization
G24422,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Junior Warrant Officer,Technical Staff
G24379,45.7,0.5,0.5,0.5,0.35619047619047617,0.22380952380952382,Alpha,Junior Warrant Officer,Technical Staff
G20209,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Senior Warrant Officer,Technical Service
G23995,60.1,0.5,0.5,0.5,0.9523809523809523,0.7047619047619048,Alpha,Junior Warrant Officer,Technical Service
G15195,46.6,0.5,0.5,0.5,0.35619047619047617,0.3904761904761905,Alpha,Senior Warrant Officer,Technical Service
G10686,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Senior Warrant Officer,Technical Service
G11957,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Senior Warrant Officer,Technical Service
G17797,57.4,0.5,0.5,0.5,0.820952380952381,0.7047619047619048,Alpha,Senior Warrant Officer,Technical Service
G19538,45.7,0.5,0.5,0.5,0.35619047619047617,0.22380952380952382,Alpha,Senior Warrant Officer,Technical Service
G24344,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Junior Warrant Officer,Technical Service
G22249,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Warrant Officer,Technical Service
G22769,57.4,0.5,0.5,0.5,0.820952380952381,0.7047619047619048,Alpha,Warrant Officer,Technical Service
G08859,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Senior Warrant Officer,Technical Service
G22733,46.6,0.5,0.5,0.5,0.35619047619047617,0.3904761904761905,Alpha,Warrant Officer,Technical Service
G11223,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Senior Warrant Officer,Repair Specialist
G13364,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Senior Warrant Officer,Repair Specialist
G25102,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Junior Warrant Officer,Repair Specialist
G13541,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Senior Warrant Officer,Repair Specialist
G23338,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Warrant Officer,Repair Specialist
G21587,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Warrant Officer,Repair Specialist
G08482,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Alpha,Senior Warrant Officer,Repair Specialist
G25255,55.0,0.5,0.5,0.5,0.820952380952381,0.22380952380952382,Alpha,Junior Warrant Officer,Repair Specialist
AO97199,53.4,0.8982456140350877,0.3140350877192982,0.49786324786324787,0.35619047619047617,0.7047619047619048,Beta,Lieutenant Colonel,Department Commander
AO16486,42.9,0.20350877192982453,0.7192982456140351,0.5,0.35619047619047617,0.049523809523809526,Beta,Captain,Chief of Operations
AO12560,61.4,0.9964912280701754,0.5368421052631579,0.49786324786324787,0.35619047619047617,0.7047619047619048,Beta,Major,Pilot-Operator Lead
G15848,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,Technical Service Lead
AO13826,46.4,0.5,0.5,0.5,0.35619047619047617,0.3476190476190476,Beta,Major,Training & Standardization Lead
AO21460,62.4,0.23508771929824557,0.4052631578947369,0.9529914529914529,0.9523809523809523,0.7047619047619048,Beta,Senior Lieutenant,Operations Officer
AO18804,19.5,0.33333333333333337,0.028070175438596467,0.12179487179487179,0.35619047619047617,0.049523809523809526,Beta,Captain,Operations Officer
AO17999,69.3,0.7649122807017543,0.8192982456140351,0.7606837606837606,0.35619047619047617,0.7047619047619048,Beta,Captain,Operations Officer
AO21945,36.8,0.25263157894736843,0.29824561403508776,0.12179487179487179,0.820952380952381,0.7047619047619048,Beta,Senior Lieutenant,Operations Officer
AO22715,34.9,0.052631578947368474,0.08421052631578951,0.5747863247863247,0.820952380952381,0.14476190476190476,Beta,Senior Lieutenant,Operations Officer
AO16664,64.8,0.7578947368421053,0.5105263157894737,0.4188034188034188,0.9523809523809523,0.7047619047619048,Beta,Captain,Operations Officer
AO24322,36.5,0.07719298245614037,0.24035087719298243,0.8290598290598291,0.35619047619047617,0.14476190476190476,Beta,Lieutenant,Operations Officer
AO24715,37.1,0.08771929824561409,0.5807017543859649,0.5,0.35619047619047617,0.14476190476190476,Beta,Lieutenant,Operations Officer
AO16557,48.1,0.7719298245614035,0.17368421052631577,0.6816239316239316,0.35619047619047617,0.049523809523809526,Beta,Captain,Operations Officer
AO20423,41.9,0.375438596491228,0.7526315789473684,0.12179487179487179,0.35619047619047617,0.7047619047619048,Beta,Senior Lieutenant,Operations Officer
AO15870,68.0,0.6140350877192983,0.8614035087719298,0.9487179487179487,0.35619047619047617,0.049523809523809526,Beta,Captain,Operations Officer
AO17162,62.8,0.5894736842105264,0.3912280701754386,0.8290598290598291,0.820952380952381,0.22380952380952382,Beta,Captain,Operations Officer
AO24225,16.7,0.024561403508771895,0.09473684210526312,0.12179487179487179,0.35619047619047617,0.7047619047619048,Beta,Lieutenant,Operations Officer
AO24481,54.1,0.24912280701754386,0.7263157894736842,0.8931623931623932,0.35619047619047617,0.049523809523809526,Beta,Lieutenant,Operations Officer
AO12508,57.4,0.5,0.5,0.5,0.820952380952381,0.7047619047619048,Beta,Major,Flight Control Officer
AO23007,44.9,0.5,0.5,0.5,0.35619047619047617,0.049523809523809526,Beta,Lieutenant,Flight Control Officer
AO21316,46.6,0.5,0.5,0.5,0.35619047619047617,0.3904761904761905,Beta,Senior Lieutenant,Flight Control Officer
AO21906,44.9,0.5,0.5,0.5,0.35619047619047617,0.049523809523809526,Beta,Senior Lieutenant,Training & Standardization Officer
AO24203,45.3,0.5,0.5,0.5,0.35619047619047617,0.14476190476190476,Beta,Lieutenant,Training & Standardization Officer
AO20690,46.6,0.5,0.5,0.5,0.35619047619047617,0.3904761904761905,Beta,Senior Lieutenant,Training & Standardization Officer
AO19316,48.7,0.5754385964912281,0.44561403508771935,0.12179487179487179,0.9523809523809523,0.22380952380952382,Beta,Captain,Pilot-Operator
AO20211,50.0,0.543859649122807,0.4245614035087719,0.36538461538461536,0.820952380952381,0.049523809523809526,Beta,Senior Lieutenant,Pilot-Operator
AO14299,50.8,0.9719298245614035,0.010526315789473717,0.2606837606837607,0.9523809523809523,0.14476190476190476,Beta,Major,Pilot-Operator
AO23728,29.0,0.2771929824561403,0.4666666666666667,0.12179487179487179,0.35619047619047617,0.049523809523809526,Beta,Lieutenant,Pilot-Operator
AO22709,87.5,0.8912280701754386,0.9543859649122807,0.8547008547008547,0.820952380952381,0.7047619047619048,Beta,Senior Lieutenant,Pilot-Operator
AO18592,85.0,0.9438596491228071,0.7859649122807018,0.7286324786324786,1.0,0.7047619047619048,Beta,Captain,Pilot-Operator
AO18652,45.5,0.3929824561403509,0.2824561403508772,0.8290598290598291,0.35619047619047617,0.14476190476190476,Beta,Captain,Pilot-Operator
AO24038,34.4,0.5614035087719298,0.39824561403508774,0.12179487179487179,0.35619047619047617,0.049523809523809526,Beta,Lieutenant,Pilot-Operator
AO23051,47.9,0.5508771929824561,0.2596491228070176,0.4188034188034188,0.820952380952381,0.14476190476190476,Beta,Lieutenant,Pilot-Operator
AO25210,48.8,0.09824561403508769,0.6473684210526316,0.8931623931623932,0.35619047619047617,0.14476190476190476,Beta,Lieutenant,Pilot-Operator
AO25050,71.2,0.9122807017543859,0.5263157894736843,0.9850427350427351,0.35619047619047617,0.7047619047619048,Beta,Lieutenant,Pilot-Operator
AO24602,30.9,0.19999999999999996,0.19824561403508767,0.12179487179487179,0.820952380952381,0.2895238095238095,Beta,Lieutenant,Pilot-Operator
AO23001,36.1,0.4035087719298246,0.2929824561403509,0.4188034188034188,0.35619047619047617,0.22380952380952382,Beta,Lieutenant,Pilot-Operator
AO16430,32.4,0.8210526315789474,0.038596491228070184,0.12179487179487179,0.35619047619047617,0.14476190476190476,Beta,Captain,Pilot-Operator
AO23143,23.3,0.26315789473684215,0.11929824561403513,0.12179487179487179,0.35619047619047617,0.7047619047619048,Beta,Lieutenant,Pilot-Operator
AO24756,27.7,0.16491228070175434,0.15438596491228074,0.12179487179487179,0.820952380952381,0.049523809523809526,Beta,Lieutenant,Pilot-Operator
AO12366,49.1,0.9824561403508771,0.010526315789473717,0.5448717948717948,0.35619047619047617,0.7047619047619048,Beta,Major,Pilot-Operator
AO24395,47.4,0.8736842105263158,0.22807017543859653,0.5,0.35619047619047617,0.049523809523809526,Beta,Lieutenant,Pilot-Operator
AO23430,55.4,0.2596491228070176,0.7912280701754386,0.5,0.820952380952381,0.049523809523809526,Beta,Lieutenant,Pilot-Operator
AO24998,44.5,0.40701754385964917,0.4736842105263158,0.6047008547008547,0.35619047619047617,0.049523809523809526,Beta,Lieutenant,Pilot-Operator
G22440,52.1,0.38245614035087716,0.5614035087719298,0.7991452991452992,0.35619047619047617,0.2895238095238095,Beta,Warrant Officer,UAV Operator
G11589,79.0,0.8701754385964913,0.887719298245614,0.5,0.9523809523809523,0.7047619047619048,Beta,Senior Warrant Officer,UAV Operator
G23771,74.3,0.7508771929824561,0.9263157894736842,0.49786324786324787,0.820952380952381,0.7047619047619048,Beta,Warrant Officer,UAV Operator
G17117,47.2,0.7789473684210526,0.03508771929824561,0.6474358974358975,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,UAV Operator
G15417,81.4,0.9368421052631579,0.9070175438596492,0.9850427350427351,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,UAV Operator
G24483,61.6,0.17894736842105263,0.9859649122807017,0.5,0.820952380952381,0.7047619047619048,Beta,Junior Warrant Officer,UAV Operator
G24819,71.5,0.6350877192982456,0.743859649122807,0.6816239316239316,0.820952380952381,0.7047619047619048,Beta,Junior Warrant Officer,UAV Operator
G22927,44.3,0.6385964912280702,0.3789473684210526,0.3995726495726496,0.35619047619047617,0.3476190476190476,Beta,Warrant Officer,UAV Operator
G24599,34.9,0.14385964912280702,0.3666666666666667,0.46153846153846156,0.35619047619047617,0.7047619047619048,Beta,Junior Warrant Officer,UAV Operator
G25161,31.9,0.4631578947368421,0.26491228070175443,0.12179487179487179,0.35619047619047617,0.7047619047619048,Beta,Junior Warrant Officer,UAV Operator
G13723,63.8,0.8280701754385965,0.6175438596491227,0.6816239316239316,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,UAV Operator
G24135,27.0,0.2421052631578947,0.024561403508771895,0.3888888888888889,0.35619047619047617,0.7047619047619048,Beta,Junior Warrant Officer,UAV Operator
G21624,40.3,0.4526315789473684,0.47017543859649125,0.33547008547008544,0.35619047619047617,0.3476190476190476,Beta,Warrant Officer,UAV Operator
G08986,50.5,0.6807017543859649,0.5473684210526315,0.36538461538461536,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,UAV Operator
G21223,62.6,0.6070175438596491,0.712280701754386,0.7606837606837606,0.35619047619047617,0.7047619047619048,Beta,Warrant Officer,UAV Operator
G23268,59.6,0.487719298245614,0.7473684210526316,0.7222222222222222,0.35619047619047617,0.7047619047619048,Beta,Warrant Officer,UAV Operator
G25106,25.5,0.43157894736842106,0.04210526315789476,0.12179487179487179,0.35619047619047617,0.7047619047619048,Beta,Junior Warrant Officer,UAV Operator
G25990,68.6,0.512280701754386,0.9350877192982456,0.5,0.820952380952381,0.7047619047619048,Beta,Junior Warrant Officer,UAV Operator
G15161,46.9,0.7017543859649122,0.34912280701754383,0.3995726495726496,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,UAV Operator
G22969,70.2,0.8842105263157894,0.8912280701754386,0.6047008547008547,0.35619047619047617,0.7047619047619048,Beta,Warrant Officer,UAV Operator
G25008,46.1,0.5,0.5,0.5,0.35619047619047617,0.2895238095238095,Beta,Junior Warrant Officer,Technical Staff
G24879,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Junior Warrant Officer,Technical Staff
G16019,46.4,0.5,0.5,0.5,0.35619047619047617,0.3476190476190476,Beta,Senior Warrant Officer,Technical Staff
G24796,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Junior Warrant Officer,Technical Staff
G23895,46.6,0.5,0.5,0.5,0.35619047619047617,0.3904761904761905,Beta,Junior Warrant Officer,Technical Staff
G21967,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,Technical Staff
G24128,57.4,0.5,0.5,0.5,0.820952380952381,0.7047619047619048,Beta,Junior Warrant Officer,Technical Staff
G17208,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,Technical Staff
G23922,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Junior Warrant Officer,Technical Staff
G11685,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,Technical Staff
G23964,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Junior Warrant Officer,Technical Staff
G24038,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Junior Warrant Officer,Technical Staff
G23945,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Warrant Officer,Technical Staff
G10758,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,Technical Staff
G08002,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,Technical Staff
G24250,45.3,0.5,0.5,0.5,0.35619047619047617,0.14476190476190476,Beta,Junior Warrant Officer,Technical Staff
G24010,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Junior Warrant Officer,Technical Staff
G24043,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Junior Warrant Officer,Technical Staff
G22635,46.4,0.5,0.5,0.5,0.35619047619047617,0.3476190476190476,Beta,Warrant Officer,Technical Staff
G22413,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Warrant Officer,Technical Staff
G21070,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Warrant Officer,Technical Service
G23299,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Warrant Officer,Technical Service
G25915,57.4,0.5,0.5,0.5,0.820952380952381,0.7047619047619048,Beta,Junior Warrant Officer,Technical Service
G22473,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Warrant Officer,Technical Service
G24309,60.1,0.5,0.5,0.5,0.9523809523809523,0.7047619047619048,Beta,Junior Warrant Officer,Technical Service
G18175,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,Technical Service
G10138,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,Technical Service
G24284,60.1,0.5,0.5,0.5,0.9523809523809523,0.7047619047619048,Beta,Junior Warrant Officer,Technical Service
G22544,44.9,0.5,0.5,0.5,0.35619047619047617,0.049523809523809526,Beta,Warrant Officer,Technical Service
G14731,57.4,0.5,0.5,0.5,0.820952380952381,0.7047619047619048,Beta,Senior Warrant Officer,Technical Service
G23763,46.1,0.5,0.5,0.5,0.35619047619047617,0.2895238095238095,Beta,Warrant Officer,Technical Service
G08568,46.4,0.5,0.5,0.5,0.35619047619047617,0.3476190476190476,Beta,Senior Warrant Officer,Technical Service
G12593,57.4,0.5,0.5,0.5,0.820952380952381,0.7047619047619048,Beta,Senior Warrant Officer,Repair Specialist
G08962,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,Repair Specialist
G12425,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,Repair Specialist
G25778,57.4,0.5,0.5,0.5,0.820952380952381,0.7047619047619048,Beta,Junior Warrant Officer,Repair Specialist
G13609,48.1,0.5,0.5,0.5,0.35619047619047617,0.7047619047619048,Beta,Senior Warrant Officer,Repair Specialist
G24580,57.4,0.5,0.5,0.5,0.820952380952381,0.7047619047619048,Beta,Junior Warrant Officer,Repair Specialist
